timestamp,actual_t,actual_h,pred_t,pred_h,error_t,error_h,status,inference_time_us,free_heap,total_heap
2026-02-26 12:37:24,25.69,30.45,25.65,30.37,0.034,0.077,HEARTBEAT,450007,318640,346772
2026-02-26 12:38:24,25.82,29.84,25.69,30.44,0.123,0.602,SKIP,87,318640,346772
2026-02-26 12:39:24,25.72,29.92,25.73,30.51,0.007,0.589,SKIP,86,318640,346772
2026-02-26 12:40:24,25.71,30.21,25.75,30.58,0.041,0.373,SKIP,87,318640,346772
2026-02-26 12:41:24,25.74,30.03,25.77,30.66,0.031,0.624,SKIP,86,318640,346772
2026-02-26 12:42:24,25.79,29.85,25.79,30.74,0.007,0.891,SKIP,87,318640,346772
2026-02-26 12:43:24,25.79,29.93,25.8,30.82,0.011,0.891,SKIP,87,318640,346772
2026-02-26 12:44:24,25.78,30.07,25.8,30.9,0.02,0.833,SKIP,87,318640,346772
2026-02-26 12:45:24,25.66,29.46,25.8,30.98,0.14,1.516,SKIP,87,318640,346772
2026-02-26 12:46:24,25.73,29.66,25.8,31.05,0.07,1.395,SKIP,87,318640,346772
2026-02-26 12:47:25,25.88,29.46,25.79,31.12,0.087,1.659,HEARTBEAT,1057664,318640,346772
2026-02-26 12:48:25,25.8,29.62,25.9,30.35,0.099,0.724,SKIP,87,318640,346772
2026-02-26 12:49:25,25.98,29.43,25.96,29.98,0.019,0.55,SKIP,86,318640,346772
2026-02-26 12:50:25,25.75,29.98,25.96,29.78,0.203,0.202,SKIP,87,318640,346772
2026-02-26 12:51:26,25.05,33.87,25.94,29.76,0.89,4.117,SEND & TRAIN,1056839,318640,346772
2026-02-26 12:52:27,24.61,37.34,25.2,32.04,0.596,5.304,SEND & TRAIN,1056938,318640,346772
2026-02-26 12:53:26,24.55,37.79,24.09,36.02,0.462,1.772,SKIP,86,318640,346772
2026-02-26 12:54:27,25.46,30.65,23.45,37.96,2.011,7.314,SEND & TRAIN,1057005,318640,346772
2026-02-26 12:55:28,25.57,30.05,24.56,34.54,1.012,4.489,SEND & TRAIN,1057087,318640,346772
